,0,1,2,3,4,5,6,7,8,9,10,11,12
0,1054.16796875,206.066677784,42463.4756927,0.195478029965,1921,235,62762.8893744,6,944310.067968,13786.7589764,76549.6483509,0.219664185538,0
1,1096.30859375,413.109883522,170659.775864,0.376818977683,2245,49,261560.808611,6,7108437.84812,53141.5539907,314702.362602,0.203170934793,0
2,1134.5703125,519.697142628,270085.120056,0.458056355699,2392,-19,418094.867423,10,10462511.9586,80127.1391165,498222.006539,0.191648224745,0
3,1147.55078125,539.719644164,291297.294296,0.470323102892,2401,-98,441536.146744,7,10333421.9512,86170.1283984,527706.275142,0.195159850522,0
4,1157.03125,553.910888556,306817.272461,0.478734596456,2431,-98,437341.933147,7,12666204.0655,95596.6935913,532938.626738,0.218585702275,0
5,1147.375,550.505442469,303056.242188,0.479795570296,2431,39,383596.009933,7,14127049.8303,104048.570467,487644.5804,0.271245184446,0
6,1131.76953125,524.626814546,275233.29454,0.463545624847,3774,39,340781.056843,10,7734076.29047,98362.7347524,439143.791595,0.288639091808,0
7,1096.65234375,413.032525858,170595.867416,0.376630322464,3774,78,194802.821693,6,3425836.78156,58471.1222073,253273.9439,0.30015541715,0
8,1103.671875,440.961478075,194447.025146,0.399540377955,2313,19,256207.421585,7,7291869.44117,67628.9841962,323836.405781,0.26396184692,0
9,1154.91015625,543.329582203,295207.034897,0.470451817626,2382,-9,373714.383348,7,14193609.8582,90564.6772186,464279.060567,0.242336611204,0
10,1155.96875,544.88821155,296903.163086,0.471369326852,2500,-88,396192.298612,7,11913708.723,108444.150434,504636.449046,0.273715947569,0
11,1175.07421875,572.993344986,328321.373398,0.487623109964,2558,-88,392481.635736,7,14328090.3544,124634.518156,517116.153892,0.31755503139,0
12,1205.265625,574.873783489,330479.866943,0.476968538358,2558,58,404821.368213,7,15585589.3794,120598.868721,525420.236934,0.297906380913,0
13,1138.890625,448.53111365,201180.159912,0.393831596998,2519,78,247581.253732,7,6174510.74896,73179.3509526,320760.604685,0.295577107917,0
14,1070.75390625,297.918609744,88755.4980316,0.278232568665,1980,107,81683.819332,9,1159467.92592,48176.5751833,129860.394515,0.589793371286,0
15,1100.05859375,410.965574712,168892.703598,0.373585168141,2725,107,186297.321567,7,3069002.41434,80006.8010005,266304.122568,0.429457602114,0
16,1137.1875,511.279472714,261406.699219,0.449599976006,2725,-29,329931.111071,7,13134547.9901,78735.4634609,408666.574532,0.238642131096,0
17,1172.88671875,542.60796634,294423.405136,0.462626064108,2372,-29,395944.585382,7,15980546.5405,83377.0912832,479321.676665,0.210577677689,0
18,1184.796875,562.079507546,315933.372803,0.474410018633,2441,-29,409258.902977,7,12864797.8259,113078.321339,522337.224316,0.276300211227,0
19,1172.47265625,562.323006212,316207.163315,0.479604367073,2519,0,461600.568688,7,7796978.8017,85158.593018,546759.161706,0.184485459496,0
20,1118.4375,477.079964963,227605.292969,0.4265593428,2519,19,323058.603352,7,6717201.93649,63688.0708154,386746.674167,0.197140921662,0
21,1056.9609375,305.144648137,93113.2562866,0.288700024108,2186,78,114630.026579,7,2848078.34511,33922.6975248,148552.724104,0.295932039249,0
22,1107.546875,410.831128997,168782.216553,0.370937915379,2323,19,227778.538358,7,5456192.27213,68161.8281893,295940.366548,0.299246051365,0
23,1171.69921875,562.767699632,316707.483749,0.480300482092,2578,19,390026.6754,7,17614610.2322,112063.151559,502089.82696,0.287321761888,0
24,1171.69921875,587.268943393,344884.811874,0.501211346731,2578,-9,441233.008035,7,20663375.4806,98845.6009178,540078.608953,0.224021320069,0
25,1163.27734375,598.877176305,358653.872299,0.514818911864,3313,-117,433430.769522,7,20009796.8698,98815.0495699,532245.819092,0.227983467069,0
26,1148.18359375,560.302395932,313938.774887,0.487990247363,3313,-117,374183.571419,7,16738620.3021,89637.907837,463821.479256,0.239555968471,0
27,1114.828125,475.900923732,226481.689209,0.426882775075,2519,9,300687.297973,7,8524215.97322,64471.5901308,365158.888104,0.214414079229,0
28,1073.57421875,359.163288671,128998.267929,0.334549100005,2372,9,163663.372751,8,3382413.99896,46763.8194049,210427.192156,0.285731734711,0
29,1107.734375,432.679045027,187211.156006,0.390598192845,2431,-107,227673.522723,8,4090392.72437,72858.9252935,300532.448017,0.320014924977,0
30,1172.87109375,589.335950277,347316.862289,0.502472908931,2588,-107,418960.437484,7,18133519.3128,104555.022983,523515.460468,0.249558224664,0
31,1181.171875,593.342717014,352055.579834,0.50233393596,2588,0,440088.788753,7,19749225.0105,88815.7638278,528904.552581,0.201813284268,0
32,1183.77734375,585.615062311,342945.001205,0.494700346651,2666,-78,440327.186245,7,19658623.8126,88281.6766653,528608.86291,0.200491088044,0
33,1178.17578125,591.081018036,349376.769882,0.501691706316,2666,-78,460590.812653,7,21927490.1735,84497.3191983,545088.131851,0.183454200295,0
34,1124.76953125,497.438600963,247445.161728,0.442258246816,3058,49,332597.722233,7,10406105.7096,69797.8993055,402395.621539,0.209856816928,0
35,1074.41796875,339.058682452,114960.790146,0.31557428516,3058,78,154694.016906,6,2620464.25545,37230.8932766,191924.910182,0.240674423105,0
36,1119.6171875,442.20936114,195549.11908,0.394964784461,2362,88,271034.090055,7,7792121.62021,52711.8843595,323745.974415,0.194484333498,0
37,1182.10546875,575.170090849,330820.633408,0.486564106211,2509,0,424652.257847,7,19768761.2901,83851.7063689,508503.964216,0.19745969748,0
38,1197.1015625,595.879140953,355071.950623,0.497768242578,2588,0,453495.828889,7,21258657.4323,89701.1108444,543196.939734,0.197799197104,0
39,1191.60546875,600.460347984,360552.629501,0.503908687675,2588,39,455840.404598,7,20766064.2743,102126.51712,557966.921718,0.224040072118,0
40,1190.15625,594.164637294,353031.616211,0.499232464052,3941,107,443729.83135,7,12087975.436,128899.813565,572629.644915,0.29049165609,0
41,1118.25390625,517.928032887,268249.44725,0.463157812365,3960,-441,244455.895241,7,4840652.40072,135347.062628,379802.957869,0.553666592882,0
42,1029.58984375,545.189975252,297232.109116,0.529521516322,4813,-2078,67354.6766042,14,1943785.03038,149789.271729,217143.948333,2.22388821802,0
43,1008.1484375,698.219102765,487509.915466,0.692575693017,4813,-2117,111222.532418,10,3660539.73777,227669.424104,338891.956522,2.04697213015,0
44,1011.60546875,658.946718589,434210.777939,0.651387066346,4784,-2117,120464.862053,16,3528484.10771,251857.32911,372322.191163,2.09071197043,1
45,1054.40625,542.715293361,294539.889648,0.514711756841,4617,-931,131121.845777,7,3560651.24578,171924.203417,303046.049194,1.31117894503,1
46,1108.23046875,544.006912734,295943.521103,0.490878863264,4617,-931,292176.444903,7,11728491.2057,88866.7110206,381043.155923,0.304154262162,1
47,1158.14453125,591.811036843,350240.303329,0.510999293158,2676,-19,438154.757547,7,19459694.6544,97512.5827023,535667.340249,0.222552833269,1
48,1204.515625,640.788411895,410609.788818,0.531988459589,2676,-58,519325.273084,7,12049038.5379,154596.037923,673921.311007,0.297686336359,1
49,1205.55859375,622.512051594,387521.254379,0.516368142387,2588,-58,503800.854195,7,16813363.803,151259.90412,655060.758315,0.30023749039,0
50,1141.34765625,530.817839144,281767.578354,0.46507988713,2686,-156,330638.006647,7,11738777.779,84062.9204171,414700.927064,0.254244577838,0
51,1078.83984375,568.588124057,323292.454819,0.527036637876,4764,-1892,148325.356495,9,3777373.29942,191055.054677,339380.411172,1.28808087297,0
52,1021.6796875,661.189185927,437171.139587,0.647158981447,4764,-1980,116489.739333,12,3201452.82727,228294.700605,344784.439938,1.95978377076,0
53,1008.4765625,592.976554986,351621.194763,0.587992400652,4696,-1980,76744.2722584,12,2603119.48426,161335.988668,238080.260926,2.10225446044,0
54,1017.9140625,535.59463927,286861.617615,0.526168818176,4568,-705,103918.16341,9,2355929.22847,210888.964971,314807.128381,2.02937540513,1
55,1057.4375,602.698848799,363245.902344,0.569961675086,4294,-480,223620.480391,8,4155740.916,229397.075445,453017.555836,1.02583213775,1
56,1139.1796875,631.953215159,399364.86615,0.554744104107,4294,-480,421899.416928,7,17981821.6075,102545.761354,524445.178282,0.243057366849,1
57,1185.38671875,634.376473874,402433.510605,0.535164148408,2705,-9,509912.702607,7,22915354.592,95815.8403302,605728.542937,0.187906360913,1
58,1206.1171875,673.341470776,453388.736267,0.558272013495,4735,-745,488205.837319,7,20133206.3072,111043.083921,599248.92124,0.227451364636,0
59,1175.59765625,675.272582574,455993.060776,0.574407901363,4735,-745,439541.608956,7,16322529.3188,125779.520045,565321.129001,0.286160667119,0
60,1091.07421875,558.493095266,311914.53746,0.511874522987,4529,-333,258641.493152,8,7060916.35941,147301.075792,405942.568944,0.569518347567,0
61,1032.4375,356.823348933,127322.902344,0.345612542099,4529,-205,39086.6610788,12,1177713.67251,87044.6432966,126131.304375,2.22696543768,0
62,1036.046875,251.109269025,63055.8649902,0.24237249789,2666,29,5179.4242108,11,217395.617594,16685.2905569,21864.7147677,3.22145664805,0
63,1034.96484375,197.787515045,39119.9011078,0.19110553971,2666,372,7752.38023176,8,156945.257954,15000.6291842,22753.009416,1.93497077488,0
64,1024.625,34.776294009,1209.390625,0.0339405089755,1196,784,643.054869209,7,7106.27075764,584.417502407,1227.47237162,0.908814364667,0
65,1025.33984375,10.1082874403,102.177474976,0.00985847521864,1058,1000,15.2608158867,29,677.928290388,37.6057280823,52.866543969,2.46420167582,0
66,1024.97265625,12.9459224688,167.596908569,0.0126305052041,1088,990,33.6376630459,29,1136.59655735,84.2441416675,117.881804713,2.5044588131,0
67,1024.51171875,12.8083781241,164.054550171,0.0125019342285,1088,990,43.7739707645,18,930.35079016,84.6989253504,128.472896115,1.93491529032,0
68,1023.41015625,11.6411067172,135.515365601,0.0113748203944,1058,990,45.1173064973,7,920.340510974,47.418357512,92.5356640093,1.05100151568,0
69,1021.74609375,11.7434316904,137.908187866,0.0114934931116,1058,990,41.4262486712,7,933.549458191,64.7692040692,106.19545274,1.56348224005,0
70,1020.4765625,9.68847966317,93.8666381836,0.00949407367028,1049,1000,24.1269514055,20,1025.5331967,52.583904338,76.7108557435,2.17946741195,0
71,1021.76953125,8.80283209571,77.4898529053,0.00861528145681,1068,1009,29.0463374895,0,937.71665224,36.6216925893,65.6680300788,1.26080241967,0
72,1092.5078125,1102.228056,1214906.68744,1.00889718443,18693,1000,208725.261117,0,1244796.58762,361579.902672,570305.163788,1.73232459136,0
73,1095.00390625,1102.58432748,1215692.1992,1.00692273442,18693,872,207590.355742,24,1368340.59915,363903.343504,571493.699246,1.75298771566,0
74,1028.53125,35.0589765386,1229.13183594,0.0340864475811,1362,872,116.850794113,23,4708.79653241,842.337263301,959.188057414,7.20865672924,0
75,1028.74609375,31.061965293,964.845687866,0.030194005578,1352,980,767.767299003,5,7192.14425701,211.794689422,979.561988425,0.275857919056,0
76,1025.42578125,196.428368284,38584.1038666,0.191557860038,2500,225,27980.8325146,7,425072.747865,18415.1881503,46396.0206649,0.658135819964,0
77,1021.71875,216.678673295,46949.6474609,0.212072718931,2500,225,30396.043653,7,492259.744716,28667.0363697,59063.0800227,0.94311735754,0
78,1042.3671875,262.005497649,68646.8807983,0.251356240671,2578,235,75432.9579445,9,1379204.29679,28896.6975651,104329.65551,0.383077879385,1
79,1103.4296875,449.492173242,202043.213806,0.407359144252,2823,68,278622.684703,6,8084201.11846,62383.9803166,341006.665019,0.223901296419,1
80,1087.18359375,512.749132934,262911.673325,0.471630675703,3941,-39,315144.695081,10,5722198.95643,86605.0727222,401749.767803,0.274810504743,1
81,1022.6328125,349.579778339,122206.021423,0.341842911811,3941,-39,105033.340315,9,1891480.80734,55988.7564195,161022.096735,0.533056991727,1
82,1022.13671875,289.05712978,83554.0242767,0.282796933598,3862,205,46742.4267527,9,848189.589687,43532.1936824,90274.620435,0.931320787273,1
83,1053.984375,507.135429157,257186.343506,0.481160291543,4764,-1343,151145.098549,7,2713782.61284,99582.766319,250727.864868,0.658855412945,1
84,1041.09765625,550.569976531,303127.299057,0.528836054164,4764,-1343,130343.808597,11,2503672.41375,87018.0008962,217361.809493,0.667603638661,1
