,0,1,2,3,4,5,6,7,8,9,10,11,12
0,1012.2421875,8.9549620443,80.1913452148,0.00884665957898,1039,980,12.2139302588,1,252.065611745,18.4250720173,30.6390022761,1.50852932897,0
1,1013.13671875,9.22763657354,85.1492767334,0.00910798750333,1039,990,9.3761623733,12,256.264213815,20.2149445715,29.5911069448,2.15599344024,0
2,1013.44140625,9.66370486783,93.3871917725,0.00953553388309,1039,980,12.9131890739,12,393.656874299,26.6844495256,39.5976385995,2.06644922279,0
3,1013.6640625,9.03662456319,81.6605834961,0.00891481201465,1039,980,12.9535587001,12,362.432868354,24.4818865223,37.4354452224,1.88997379709,0
4,1013.59375,8.88594175862,78.9599609375,0.00876676849933,1039,990,16.4341145469,1,230.745593225,15.2088955417,31.6430100886,0.925446606708,0
5,1013.671875,9.70833193625,94.2517089844,0.00957739104308,1039,980,18.9070856137,2,364.03792782,25.5115237331,44.4186093468,1.34931021388,0
6,1014.40625,9.36494252185,87.7021484375,0.00923194481683,1039,980,25.9251380456,2,498.523509551,24.0045164579,49.9296545035,0.92591663025,0
7,1015.40234375,9.10776595861,82.9514007568,0.00896961289746,1049,990,21.2682364417,1,288.969494497,20.3961207463,41.6643571881,0.958994451761,0
8,1016.26953125,9.06840375454,82.2359466553,0.00892322703346,1049,990,12.1580951901,28,359.423111197,23.9641602173,36.1222554073,1.97104561551,0
9,1016.19140625,9.33357955971,87.1157073975,0.00918486370019,1039,990,20.0868129639,25,380.385683785,25.1265254687,45.2133384325,1.25089657149,0
10,1017.39453125,9.81452056102,96.3248138428,0.00964672038188,1049,990,21.1185929485,0,491.205646946,20.6792170341,41.7978099827,0.979194830098,0
11,1018.09765625,9.62795380685,92.6974945068,0.00945680775095,1049,990,11.3407236971,25,328.03614901,22.5072411169,33.847964814,1.98463887473,0
12,1017.05859375,9.45757820599,89.4457855225,0.00929895117559,1039,990,8.61039650033,30,245.348462702,25.0428972326,33.6532937329,2.90844878417,0
13,1015.66015625,9.08497936022,82.5368499756,0.0089449008158,1039,990,15.2097995971,0,496.062597388,21.9178371518,37.1276367489,1.44103392105,0
14,1014.39453125,9.18583155423,84.3795013428,0.00905548213368,1039,990,19.4119406723,17,432.708944297,24.3098364415,43.7217771138,1.25231355545,0
15,1012.67578125,9.59371739484,92.0394134521,0.00947363171163,1039,980,19.7029969293,0,442.382365691,28.016412021,47.7194089503,1.42193657754,0
16,1011.3828125,9.23150269944,85.2206420898,0.00912760488447,1039,980,17.4144218659,7,234.082588658,21.9644184466,39.3788403125,1.26127749837,0
17,1010.9140625,9.37543944283,87.8988647461,0.00927422002583,1039,990,19.3473593386,2,311.627416781,24.8736914621,44.2210508006,1.28563753982,0
18,1012.046875,9.31930068376,86.8493652344,0.00920836861807,1039,990,23.7898305285,0,458.865172086,26.1222057222,49.9120362507,1.09804084947,0
19,1013.77734375,8.82784758275,77.9308929443,0.0087078761793,1039,990,13.6603014316,11,207.550614868,19.6888415526,33.3491429842,1.44131823527,0
20,1013.48046875,9.30345667106,86.5543060303,0.0091797098789,1039,990,14.3900830412,10,384.02062485,33.1151867337,47.5052697749,2.30125056533,0
21,1013.09375,9.50077093911,90.2646484375,0.00937797803916,1039,980,14.7096697029,21,474.85923583,34.2888622833,48.9985319862,2.33104229911,0
22,1010.265625,9.25631910423,85.6794433594,0.00916226275068,1039,980,17.8552496135,0,906.975702732,22.727817768,40.5830673815,1.27289274919,0
23,1010.1484375,9.38048992903,87.9935913086,0.00928624901133,1039,990,19.2550824862,0,708.960881854,23.515197577,42.7702800631,1.22124626544,0
24,1011.65234375,9.68004927063,93.7033538818,0.00956855319956,1039,990,17.2457228561,17,364.97979044,42.9339287777,60.1796516338,2.48954068995,0
25,1011.76171875,10.6808211667,114.079940796,0.0105566567392,1039,980,18.9750343594,26,755.409160277,66.6882827039,85.6633170634,3.51452763883,0
26,1012.25390625,10.6438245178,113.291000366,0.010514975,1039,980,15.0028444706,26,618.509041775,58.5374567053,73.5403011759,3.90175721811,0
27,1012.55859375,9.61141921219,92.3793792725,0.00949221039801,1039,990,12.9122563351,19,390.522560364,39.5131914685,52.4254478037,3.06013065749,0
28,1012.234375,9.03334480463,81.6013183594,0.00892416324493,1039,990,10.7353068694,19,386.747260755,32.2675041617,43.0028110311,3.00573654337,0
29,1011.375,8.2215418262,67.59375,0.00812907361385,1029,990,9.41714525578,30,302.762080804,27.5125813403,36.9297265961,2.92154157051,0
